,Prognozuojamas nacionalinis elektros energijos suvartojimas,Planuojamas nacionalinis elektros energijos suvartojimas,Faktinis nacionalinis Elektros energijos vartojimas
2024-07-11 09:00:00,1526,1677.67,1623.87
2024-07-11 10:00:00,1528,1748.67,1632.164
2024-07-11 11:00:00,1540,1841.87,1505.566
2024-07-11 12:00:00,1526,1711.77,1460.017
2024-07-11 13:00:00,1546,1675.57,1539.603
2024-07-11 14:00:00,1530,1639.77,1582.367
2024-07-11 15:00:00,1517,1577.07,1595.303
2024-07-11 16:00:00,1498,1608.57,1671.642
2024-07-11 17:00:00,1479,1734.67,1705.192
2024-07-11 18:00:00,1469,1854.87,1690.697
2024-07-11 19:00:00,1446,1784.67,1566.471
2024-07-11 20:00:00,1425,1487.77,1495.658
2024-07-11 21:00:00,1396,1461.67,1439.054
2024-07-11 22:00:00,1345,1406.77,1375.038
2024-07-11 23:00:00,1233,1427.47,1260.02
2024-07-12 00:00:00,1130,1295.17,1169.008
2024-07-12 01:00:00,1072,1111.17,1115.828
2024-07-12 02:00:00,1038,1069.87,1085.586
2024-07-12 03:00:00,1029,1051.07,1070.537
2024-07-12 04:00:00,1025,1038.97,1069.991
2024-07-12 05:00:00,1048,1071.27,1107.635
2024-07-12 06:00:00,1191,1236.07,1284.733
2024-07-12 07:00:00,1337,1393.37,1462.771
2024-07-12 08:00:00,1447,1518.17,1650.195
2024-07-12 09:00:00,1498,1573.37,1749.79
2024-07-12 10:00:00,1509,1597.67,1705.622
2024-07-12 11:00:00,1517,1649.07,1642.214
2024-07-12 12:00:00,1509,1702.37,1596.97
2024-07-12 13:00:00,1509,1677.57,1609.919
2024-07-12 14:00:00,1480,1594.17,1552.147
2024-07-12 15:00:00,1442,1604.37,1497.459
2024-07-12 16:00:00,1414,1544.67,1400.81
2024-07-12 17:00:00,1403,1486.07,1385.672
2024-07-12 18:00:00,1392,1477.87,1422.201
2024-07-12 19:00:00,1373,1423.77,1482.78
2024-07-12 20:00:00,1355,1412.87,1456.723
2024-07-12 21:00:00,1321,1364.27,1402.37
2024-07-12 22:00:00,1291,1318.87,1373.245
2024-07-12 23:00:00,1206,1292.47,1289.821
2024-07-13 00:00:00,1126,1236.67,1196.969
2024-07-13 01:00:00,1065,1155.17,1108.551
2024-07-13 02:00:00,1032,1079.67,1071.185
2024-07-13 03:00:00,1016,1065.27,1044.254
2024-07-13 04:00:00,1002,960.07,1018.621
2024-07-13 05:00:00,991,951.07,1013.062
2024-07-13 06:00:00,1038,1011.77,1061.314
2024-07-13 07:00:00,1114,1119.27,1148.51
2024-07-13 08:00:00,1213,1231.57,1346.062
2024-07-13 09:00:00,1297,1270.07,1583.348
2024-07-13 10:00:00,1339,1301.57,1703.994
2024-07-13 11:00:00,1351,1464.57,1633.296
2024-07-13 12:00:00,1354,1395.07,1430.612
2024-07-13 13:00:00,1355,1406.37,1310.38
2024-07-13 14:00:00,1334,1395.37,1239.967
2024-07-13 15:00:00,1296,1379.57,1204.863
2024-07-13 16:00:00,1287,1352.97,1234.221
2024-07-13 17:00:00,1277,1301.27,1248.308
2024-07-13 18:00:00,1278,1255.97,1299.668
2024-07-13 19:00:00,1277,1215.67,1330.543
2024-07-13 20:00:00,1272,1161.57,1345.526
2024-07-13 21:00:00,1261,1209.17,1307.363
2024-07-13 22:00:00,1240,1214.07,1279.768
2024-07-13 23:00:00,1174,1143.87,1220.174
2024-07-14 00:00:00,1087,947.57,1144.496
2024-07-14 01:00:00,1032,1028.77,1082.262
2024-07-14 02:00:00,999,996.87,1035.658
2024-07-14 03:00:00,981,991.57,1011.231
2024-07-14 04:00:00,965,984.47,985.774
2024-07-14 05:00:00,951,953.67,1003.36
2024-07-14 06:00:00,980,987.77,1091.026
2024-07-14 07:00:00,1032,1067.47,1164.245
2024-07-14 08:00:00,1114,1167.67,1223.91
2024-07-14 09:00:00,1201,1252.17,1257.869
2024-07-14 10:00:00,1255,1331.67,1265.286
2024-07-14 11:00:00,1271,1404.67,1272.292
2024-07-14 12:00:00,1282,1400.97,1304.834
2024-07-14 13:00:00,1285,1405.77,1442.519
2024-07-14 14:00:00,1282,1345.77,1438.183
2024-07-14 15:00:00,1283,1362.97,1352.293
2024-07-14 16:00:00,1274,1385.27,1220.396
2024-07-14 17:00:00,1278,1377.07,1139.594
2024-07-14 18:00:00,1277,1351.17,1157.114
2024-07-14 19:00:00,1275,1297.37,1261.731
2024-07-14 20:00:00,1270,1285.17,1288.824
2024-07-14 21:00:00,1256,1272.57,1282.997
2024-07-14 22:00:00,1223,1265.87,1275.459
2024-07-14 23:00:00,1131,1180.87,1193.588
2024-07-15 00:00:00,1035,1108.77,1097.323
2024-07-15 01:00:00,978,1037.57,1029.035
2024-07-15 02:00:00,950,1005.77,992.633
2024-07-15 03:00:00,939,991.87,978.081
2024-07-15 04:00:00,938,974.97,970.52
2024-07-15 05:00:00,970,1005.77,1022.668
2024-07-15 06:00:00,1124,1169.07,1222.945
2024-07-15 07:00:00,1274,1331.27,1391.791
2024-07-15 08:00:00,1395,1465.57,1545.558
2024-07-15 09:00:00,1453,1522.87,1665.935
2024-07-15 10:00:00,1472,1570.57,1713.552
2024-07-15 11:00:00,1477,1571.37,1737.932
2024-07-15 12:00:00,1469,1585.57,1591.76
2024-07-15 13:00:00,1483,1670.57,1587.066
2024-07-15 14:00:00,1468,1575.37,1473.709
2024-07-15 15:00:00,1447,1560.67,1377.388
2024-07-15 16:00:00,1424,1523.67,1364.116
2024-07-15 17:00:00,1406,1496.37,1398.216
2024-07-15 18:00:00,1406,1455.37,1435.053
2024-07-15 19:00:00,1400,1425.57,1500.315
2024-07-15 20:00:00,1386,1393.77,1476.209
2024-07-15 21:00:00,1366,1360.97,1433.619
2024-07-15 22:00:00,1324,1341.47,1404.389
2024-07-15 23:00:00,1213,1228.97,1299.002
2024-07-16 00:00:00,1115,1144.37,1190.508
2024-07-16 01:00:00,1060,1085.67,1100.313
2024-07-16 02:00:00,1032,1053.07,1068.795
2024-07-16 03:00:00,1022,1033.47,1059.774
2024-07-16 04:00:00,1023,1007.37,1054.108
2024-07-16 05:00:00,1049,1064.57,1111.804
2024-07-16 06:00:00,1200,1216.47,1315.131
2024-07-16 07:00:00,1342,1342.57,1500.039
2024-07-16 08:00:00,1454,1453.07,1572.103
2024-07-16 09:00:00,1503,1493.67,1537.012
2024-07-16 10:00:00,1514,1577.77,1509.026
2024-07-16 11:00:00,1524,1554.27,1511.383
2024-07-16 12:00:00,1514,1614.87,1493.733
2024-07-16 13:00:00,1534,1595.07,1551.992
2024-07-16 14:00:00,1518,1575.27,1566.953
2024-07-16 15:00:00,1504,1542.27,1487.317
2024-07-16 16:00:00,1475,1494.17,1450.894
2024-07-16 17:00:00,1467,1549.67,1422.103
2024-07-16 18:00:00,1457,1480.17,1490.029
2024-07-16 19:00:00,1450,1478.67,1575.765
2024-07-16 20:00:00,1436,1443.17,1544.016
2024-07-16 21:00:00,1411,1427.87,1478.868
2024-07-16 22:00:00,1367,1420.87,1437.01
2024-07-16 23:00:00,1252,1208.97,1309.063
2024-07-17 00:00:00,1154,1166.97,1204.811
2024-07-17 01:00:00,1097,1101.17,1157.812
2024-07-17 02:00:00,1067,1085.07,1116.425
2024-07-17 03:00:00,1056,1102.07,1102.782
2024-07-17 04:00:00,1057,1121.17,1098.617
2024-07-17 05:00:00,1081,1136.57,1114.837
2024-07-17 06:00:00,1234,1308.37,1291.039
2024-07-17 07:00:00,1376,1410.77,1492.48
2024-07-17 08:00:00,1490,1511.57,1651.212
2024-07-17 09:00:00,1536,1508.47,1717.381
2024-07-17 10:00:00,1540,1604.07,1717.558
2024-07-17 11:00:00,1541,1661.77,1672.043
2024-07-17 12:00:00,1530,1693.97,1596.956
2024-07-17 13:00:00,1544,1675.47,1598.22
2024-07-17 14:00:00,1521,1651.47,1514.017
2024-07-17 15:00:00,1506,1603.87,1478.426
2024-07-17 16:00:00,1472,1574.57,1427.952
2024-07-17 17:00:00,1453,1445.47,1428.086
2024-07-17 18:00:00,1445,1494.07,1499.003
2024-07-17 19:00:00,1434,1467.87,1563.094
2024-07-17 20:00:00,1419,1451.17,1519.56
2024-07-17 21:00:00,1396,1422.97,1472.843
2024-07-17 22:00:00,1347,1409.97,1421.68
2024-07-17 23:00:00,1230,1286.97,1316.594
2024-07-18 00:00:00,1130,1210.27,1210.264
2024-07-18 01:00:00,1073,1104.37,1125.889
2024-07-18 02:00:00,1042,1107.17,1098.534
2024-07-18 03:00:00,1033,1064.87,1096.365
2024-07-18 04:00:00,1032,1046.87,1102.096
2024-07-18 05:00:00,1055,1053.87,1144.912
2024-07-18 06:00:00,1202,1207.57,1320.302
2024-07-18 07:00:00,1342,1365.17,1515.56
2024-07-18 08:00:00,1454,1478.47,1613.765
2024-07-18 09:00:00,1505,1542.77,1676.925
2024-07-18 10:00:00,1511,1590.07,1667.11
2024-07-18 11:00:00,1510,1654.87,1661.41
2024-07-18 12:00:00,1504,1595.57,1642.283
2024-07-18 13:00:00,1514,1613.97,1643.773
2024-07-18 14:00:00,1494,1607.67,1640.272
2024-07-18 15:00:00,1477,1614.37,1601.524
2024-07-18 16:00:00,1445,1583.67,1521.5
2024-07-18 17:00:00,1423,1540.87,1436.44
2024-07-18 18:00:00,1418,1547.67,1449.826
2024-07-18 19:00:00,1398,1474.57,1479.735
2024-07-18 20:00:00,1384,1458.57,1450.718
2024-07-18 21:00:00,1361,1416.47,1413.745
2024-07-18 22:00:00,1317,1379.37,1372.677
2024-07-18 23:00:00,1200,1276.17,1273.476
2024-07-19 00:00:00,1099,1167.57,1180.816
2024-07-19 01:00:00,1040,1067.27,1090.842
2024-07-19 02:00:00,1005,1041.77,1062.994
2024-07-19 03:00:00,992,1059.17,1042.78
2024-07-19 04:00:00,990,1044.77,1042.219
2024-07-19 05:00:00,1012,1040.77,1094.68
2024-07-19 06:00:00,1151,1204.97,1303.002
2024-07-19 07:00:00,1288,1363.87,1419.39
2024-07-19 08:00:00,1394,1509.37,1515.053
2024-07-19 09:00:00,1445,1564.07,1566.111
2024-07-19 10:00:00,1461,1606.77,1552.744
2024-07-19 11:00:00,1470,1644.47,1513.596
2024-07-19 12:00:00,1464,1617.27,1459.876
2024-07-19 13:00:00,1467,1592.87,1436.512
2024-07-19 14:00:00,1439,1557.47,1394.946
2024-07-19 15:00:00,1409,1556.97,1358.524
2024-07-19 16:00:00,1399,1543.47,1339.041
2024-07-19 17:00:00,1379,1509.77,1310.123
2024-07-19 18:00:00,1366,1465.17,1331.945
2024-07-19 19:00:00,1349,1425.77,1383.332
2024-07-19 20:00:00,1329,1409.67,1366.014
2024-07-19 21:00:00,1298,1370.27,1334.11
2024-07-19 22:00:00,1270,1360.87,1312.057
2024-07-19 23:00:00,1178,1261.07,1218.658
2024-07-20 00:00:00,1095,1163.77,1121.441
2024-07-20 01:00:00,1031,1072.37,1055.2
2024-07-20 02:00:00,998,1047.77,1023.349
2024-07-20 03:00:00,979,1034.67,1005.537
2024-07-20 04:00:00,966,1009.87,995.628
2024-07-20 05:00:00,952,1000.77,1012.277
2024-07-20 06:00:00,992,1048.27,1124.778
2024-07-20 07:00:00,1061,1120.27,1226.802
2024-07-20 08:00:00,1153,1225.37,1311.87
2024-07-20 09:00:00,1231,1315.77,1340.837
2024-07-20 10:00:00,1272,1395.87,1303.926
2024-07-20 11:00:00,1285,1322.77,1304.467
2024-07-20 12:00:00,1308,1395.17,1324.856
2024-07-20 13:00:00,1300,1374.87,1244.686
2024-07-20 14:00:00,1278,1344.07,1172.967
2024-07-20 15:00:00,1234,1297.17,1204.877
2024-07-20 16:00:00,1229,1252.97,1283.205
2024-07-20 17:00:00,1230,1196.57,1303.467
2024-07-20 18:00:00,1237,1226.87,1314.745
2024-07-20 19:00:00,1242,1317.87,1314.708
2024-07-20 20:00:00,1237,1309.37,1292.001
2024-07-20 21:00:00,1230,1276.17,1260.906
2024-07-20 22:00:00,1211,1277.37,1247.361
2024-07-20 23:00:00,1139,1195.27,1174.502
2024-07-21 00:00:00,1064,1129.97,1086.408
2024-07-21 01:00:00,1009,1039.47,1023.134
2024-07-21 02:00:00,979,999.17,990.163
2024-07-21 03:00:00,961,977.67,960.158
2024-07-21 04:00:00,948,959.47,945.582
2024-07-21 05:00:00,937,947.77,956.918
2024-07-21 06:00:00,968,982.27,1056.862
2024-07-21 07:00:00,1022,1045.37,1108.053
2024-07-21 08:00:00,1110,1131.67,1131.397
2024-07-21 09:00:00,1195,1241.07,1178.674
2024-07-21 10:00:00,1248,1340.97,1159.023
2024-07-21 11:00:00,1262,1396.97,1172.721
2024-07-21 12:00:00,1264,1356.37,1194.568
2024-07-21 13:00:00,1259,1339.77,1203.017
2024-07-21 14:00:00,1252,1325.97,1188.179
2024-07-21 15:00:00,1251,1331.27,1172.994
2024-07-21 16:00:00,1249,1307.27,1209.488
2024-07-21 17:00:00,1261,1312.37,1256.308
2024-07-21 18:00:00,1278,1334.47,1311.716
2024-07-21 19:00:00,1298,1301.17,1335.508
2024-07-21 20:00:00,1298,1298.67,1312.053
2024-07-21 21:00:00,1294,1306.87,1291.204
2024-07-21 22:00:00,1260,1263.67,1269.198
2024-07-21 23:00:00,1161,1183.87,1169.076
2024-07-22 00:00:00,1066,1090.97,1073.635
2024-07-22 01:00:00,1012,1029.17,1014.589
2024-07-22 02:00:00,984,993.17,988.893
2024-07-22 03:00:00,971,976.77,975.295
2024-07-22 04:00:00,973,970.27,974.6
2024-07-22 05:00:00,1004,995.47,1027.832
2024-07-22 06:00:00,1153,1144.17,1243.219
2024-07-22 07:00:00,1303,1303.57,1378.353
2024-07-22 08:00:00,1426,1444.57,1443.904
2024-07-22 09:00:00,1483,1524.77,1462.366
2024-07-22 10:00:00,1495,1545.47,1440.051
2024-07-22 11:00:00,1501,1552.07,1460.117
2024-07-22 12:00:00,1488,1552.17,1478.2
2024-07-22 13:00:00,1503,1577.57,1503.037
2024-07-22 14:00:00,1480,1591.67,1473.997
2024-07-22 15:00:00,1461,1598.87,1488.234
2024-07-22 16:00:00,1437,1572.47,1481.271
2024-07-22 17:00:00,1422,1512.17,1451.861
2024-07-22 18:00:00,1422,1480.77,1465.413
2024-07-22 19:00:00,1417,1422.97,1515.106
2024-07-22 20:00:00,1409,1303.37,1499.894
2024-07-22 21:00:00,1390,1435.37,1457.77
2024-07-22 22:00:00,1345,1385.87,1418.995
2024-07-22 23:00:00,1230,1317.77,1290.434
2024-07-23 00:00:00,1134,1196.87,1171.292
2024-07-23 01:00:00,1080,1135.17,1090.84
2024-07-23 02:00:00,1051,1100.17,1064.031
2024-07-23 03:00:00,1041,1079.37,1055.62
2024-07-23 04:00:00,1045,1036.27,1051.236
2024-07-23 05:00:00,1070,1046.37,1081.046
2024-07-23 06:00:00,1216,1189.57,1231.368
2024-07-23 07:00:00,1357,1337.77,1406.797
2024-07-23 08:00:00,1472,1462.57,1531.769
